epoch,loss,val_loss
0,8.145917892456055,9.024109840393066
1,6.958498001098633,8.983965873718262
2,6.263402938842773,8.945653915405273
3,5.653510093688965,8.9048433303833
4,4.992051124572754,8.861274719238281
5,4.453252792358398,8.815733909606934
6,3.858403444290161,8.780000686645508
7,3.353119134902954,8.73351001739502
8,2.931797504425049,8.68365478515625
9,2.5143096446990967,8.625075340270996
10,2.1671488285064697,8.599369049072266
11,1.8445504903793335,8.540621757507324
12,1.5655773878097534,8.527549743652344
13,1.3125112056732178,8.450434684753418
14,1.0957053899765015,8.420330047607422
15,0.8974206447601318,8.369930267333984
16,0.7515085935592651,8.357623100280762
17,0.6153357028961182,8.286662101745605
18,0.5074731707572937,8.265807151794434
19,0.4153866767883301,8.17665958404541
20,0.3387373685836792,8.18359375
21,0.27531811594963074,8.106023788452148
22,0.22987018525600433,8.095351219177246
23,0.19131503999233246,8.055886268615723
24,0.16025014221668243,8.011656761169434
25,0.13786759972572327,7.957327842712402
26,0.11936037987470627,7.9031147956848145
27,0.10440743714570999,7.861958980560303
28,0.09201367199420929,7.806467533111572
29,0.08339843899011612,7.749566078186035
30,0.07684989273548126,7.685245513916016
31,0.07892273366451263,7.629908561706543
32,0.0714041069149971,7.5785746574401855
33,0.06053043529391289,7.522149085998535
34,0.053500741720199585,7.4847540855407715
35,0.0490669421851635,7.372408866882324
36,0.04406546801328659,7.295293807983398
37,0.04054355248808861,7.195868492126465
38,0.04219629615545273,7.131826877593994
39,0.041357506066560745,7.054150104522705
40,0.03829141706228256,6.922395706176758
41,0.036862220615148544,6.855279445648193
42,0.03633718192577362,6.756458282470703
43,0.032244112342596054,6.653730869293213
44,0.028710946440696716,6.55460786819458
45,0.0262363962829113,6.448929309844971
46,0.02576359547674656,6.379006385803223
47,0.026674877852201462,6.352904319763184
48,0.033079974353313446,6.263936996459961
49,0.03848821297287941,6.092874526977539
50,0.02933669090270996,5.96897554397583
51,0.029598349705338478,5.897851467132568
52,0.026706602424383163,5.796725749969482
53,0.024100609123706818,5.730648517608643
54,0.02245408110320568,5.648377895355225
55,0.02141750603914261,5.569542407989502
56,0.020457472652196884,5.54437780380249
57,0.021530378609895706,5.452205181121826
58,0.01909024268388748,5.417537212371826
59,0.01876251958310604,5.366750717163086
60,0.017297467216849327,5.321804046630859
61,0.0167806725949049,5.353804111480713
62,0.019014723598957062,5.280057430267334
63,0.0203638207167387,5.293320178985596
64,0.017957692965865135,5.243719577789307
65,0.0166973527520895,5.244462013244629
66,0.01783124916255474,5.242162227630615
67,0.01589580997824669,5.248351097106934
68,0.016787143424153328,5.273672103881836
69,0.017150666564702988,5.27987813949585
